FromNodeId,ToNodeId,Weight
18.0,3.0,-171.0
19.0,3.0,-97.0
21.0,3.0,-208.0
23.0,3.0,-258.0
27.0,3.0,-341.0
28.0,3.0,-269.0
32.0,3.0,-228.0
38.0,3.0,-625.0
39.0,3.0,-243.0
40.0,3.0,-192.0
41.0,3.0,-570.0
43.0,3.0,-198.0
45.0,3.0,-375.0
46.0,3.0,-107.0
47.0,3.0,-643.0
50.0,3.0,-1546.0
51.0,3.0,-203.0
55.0,3.0,-244.0
63.0,3.0,-203.0
64.0,3.0,-346.0
65.0,3.0,-198.0
66.0,3.0,-231.0
68.0,3.0,-81.0
71.0,3.0,-195.0
72.0,3.0,-280.0
74.0,3.0,-80.0
76.0,3.0,-58.0
82.0,3.0,-308.0
84.0,3.0,-208.0
85.0,3.0,-198.0
87.0,3.0,-256.0
90.0,3.0,-405.0
91.0,3.0,-328.0
94.0,3.0,-248.0
95.0,3.0,-158.0
96.0,3.0,-222.0
100.0,3.0,-165.0
101.0,3.0,-203.0
102.0,3.0,-60.0
104.0,3.0,-375.0
106.0,3.0,-435.0
107.0,3.0,-212.0
109.0,3.0,-265.0
110.0,3.0,-233.0
115.0,3.0,-309.0
123.0,3.0,-183.0
125.0,3.0,-281.0
126.0,3.0,-330.0
127.0,3.0,-218.0
128.0,3.0,-224.0
129.0,3.0,-148.0
130.0,3.0,-208.0
133.0,3.0,-345.0
136.0,3.0,-239.0
139.0,3.0,-155.0
140.0,3.0,-1070.0
142.0,3.0,-208.0
143.0,3.0,-161.0
144.0,3.0,-208.0
145.0,3.0,-330.0
147.0,3.0,-350.0
152.0,3.0,-400.0
153.0,3.0,-153.0
157.0,3.0,-174.0
159.0,3.0,-200.0
160.0,3.0,-1040.0
161.0,3.0,-216.0
162.0,3.0,-182.0
163.0,3.0,-211.0
170.0,3.0,-244.0
171.0,3.0,-430.0
175.0,3.0,-221.0
176.0,3.0,-653.0
178.0,3.0,-257.0
179.0,3.0,-218.0
180.0,3.0,-184.0
184.0,3.0,-174.0
189.0,3.0,-308.0
190.0,3.0,-238.0
192.0,3.0,-1733.0
193.0,3.0,-204.0
194.0,3.0,-216.0
200.0,3.0,-795.0
201.0,3.0,-179.0
204.0,3.0,-215.0
206.0,3.0,-347.0
210.0,3.0,-267.0
217.0,3.0,-196.0
219.0,3.0,-753.0
221.0,3.0,-203.0
222.0,3.0,-312.0
227.0,3.0,-173.0
228.0,3.0,-298.0
230.0,3.0,-340.0
231.0,3.0,-190.0
232.0,3.0,-1380.0
237.0,3.0,-183.0
238.0,3.0,-295.0
240.0,3.0,-274.0
241.0,3.0,-213.0
244.0,3.0,-326.0
246.0,3.0,-350.0
247.0,3.0,-183.0
250.0,3.0,-208.0
251.0,3.0,-178.0
252.0,3.0,-237.0
256.0,3.0,-235.0
259.0,3.0,-405.0
260.0,3.0,-316.0
263.0,3.0,-267.0
264.0,3.0,-243.0
265.0,3.0,-266.0
266.0,3.0,-261.0
268.0,3.0,-183.0
269.0,3.0,-195.0
270.0,3.0,-1062.0
272.0,3.0,-225.0
274.0,3.0,-188.0
276.0,3.0,-237.0
279.0,3.0,-197.0
284.0,3.0,-1070.0
285.0,3.0,-278.0
286.0,3.0,-201.0
289.0,3.0,-261.0
290.0,3.0,-206.0
291.0,3.0,-225.0
292.0,3.0,-232.0
293.0,3.0,-241.0
294.0,3.0,-92.0
295.0,3.0,-212.0
296.0,3.0,-262.0
298.0,3.0,-213.0
301.0,3.0,-323.0
302.0,3.0,-428.0
304.0,3.0,-243.0
305.0,3.0,-222.0
306.0,3.0,-496.0
307.0,3.0,-335.0
308.0,3.0,-141.0
312.0,3.0,-1057.0
313.0,3.0,-1130.0
314.0,3.0,-227.0
317.0,3.0,-207.0
319.0,3.0,-203.0
321.0,3.0,-227.0
323.0,3.0,-82.0
324.0,3.0,-315.0
325.0,3.0,-432.0
330.0,3.0,-257.0
331.0,3.0,-360.0
336.0,3.0,-238.0
337.0,3.0,-255.0
342.0,3.0,-195.0
344.0,3.0,-335.0
348.0,3.0,-340.0
350.0,3.0,-257.0
351.0,3.0,-333.0
354.0,3.0,-195.0
355.0,3.0,-196.0
356.0,3.0,-325.0
360.0,3.0,-345.0
361.0,3.0,-158.0
363.0,3.0,-179.0
364.0,3.0,-290.0
366.0,3.0,-273.0
367.0,3.0,-355.0
368.0,3.0,-360.0
369.0,3.0,-360.0
373.0,3.0,-339.0
376.0,3.0,-238.0
379.0,3.0,-285.0
381.0,3.0,-205.0
382.0,3.0,-312.0
383.0,3.0,-360.0
388.0,3.0,-243.0
390.0,3.0,-263.0
393.0,3.0,-146.0
394.0,3.0,-335.0
395.0,3.0,-273.0
396.0,3.0,-208.0
402.0,3.0,-223.0
406.0,3.0,-225.0
407.0,3.0,-195.0
408.0,3.0,-137.0
409.0,3.0,-284.0
415.0,3.0,-152.0
417.0,3.0,-157.0
418.0,3.0,-191.0
419.0,3.0,-310.0
420.0,3.0,-243.0
421.0,3.0,-226.0
427.0,3.0,-208.0
434.0,3.0,-185.0
438.0,3.0,-220.0
440.0,3.0,-236.0
441.0,3.0,-302.0
444.0,3.0,-253.0
445.0,3.0,-227.0
448.0,3.0,-430.0
449.0,3.0,-216.0
452.0,3.0,-370.0
3.0,4.0,-428.0
10.0,4.0,-209.0
14.0,4.0,-623.0
19.0,4.0,-337.0
23.0,4.0,-245.0
27.0,4.0,-359.0
38.0,4.0,-204.0
40.0,4.0,-279.0
41.0,4.0,-207.0
45.0,4.0,-223.0
46.0,4.0,-403.0
47.0,4.0,-245.0
53.0,4.0,-299.0
60.0,4.0,-174.0
63.0,4.0,-280.0
64.0,4.0,-244.0
68.0,4.0,-371.0
72.0,4.0,-178.0
74.0,4.0,-243.0
78.0,4.0,-315.0
80.0,4.0,-258.0
86.0,4.0,-348.0
94.0,4.0,-225.0
95.0,4.0,-438.0
100.0,4.0,-58.0
101.0,4.0,-209.0
102.0,4.0,-425.0
104.0,4.0,-340.0
106.0,4.0,-203.0
118.0,4.0,-273.0
121.0,4.0,-278.0
125.0,4.0,-204.0
127.0,4.0,-398.0
133.0,4.0,-243.0
136.0,4.0,-376.0
145.0,4.0,-295.0
147.0,4.0,-315.0
151.0,4.0,-305.0
153.0,4.0,-439.0
156.0,4.0,-252.0
171.0,4.0,-233.0
176.0,4.0,-578.0
178.0,4.0,-248.0
184.0,4.0,-325.0
192.0,4.0,-240.0
193.0,4.0,-528.0
204.0,4.0,-244.0
206.0,4.0,-312.0
217.0,4.0,-638.0
228.0,4.0,-263.0
230.0,4.0,-243.0
238.0,4.0,-208.0
240.0,4.0,-185.0
241.0,4.0,-288.0
246.0,4.0,-248.0
251.0,4.0,-295.0
260.0,4.0,-281.0
261.0,4.0,-380.0
264.0,4.0,-263.0
266.0,4.0,-375.0
268.0,4.0,-307.0
269.0,4.0,-263.0
271.0,4.0,-271.0
274.0,4.0,-281.0
278.0,4.0,-272.0
290.0,4.0,-286.0
293.0,4.0,-283.0
294.0,4.0,-425.0
301.0,4.0,-288.0
302.0,4.0,-276.0
304.0,4.0,-200.0
305.0,4.0,-214.0
306.0,4.0,-278.0
307.0,4.0,-233.0
308.0,4.0,-373.0
313.0,4.0,-268.0
316.0,4.0,-268.0
323.0,4.0,-358.0
325.0,4.0,-185.0
326.0,4.0,-315.0
329.0,4.0,-268.0
331.0,4.0,-258.0
344.0,4.0,-185.0
348.0,4.0,-238.0
351.0,4.0,-298.0
356.0,4.0,-290.0
360.0,4.0,-243.0
364.0,4.0,-248.0
366.0,4.0,-263.0
367.0,4.0,-258.0
368.0,4.0,-263.0
369.0,4.0,-258.0
372.0,4.0,-278.0
382.0,4.0,-277.0
383.0,4.0,-263.0
390.0,4.0,-180.0
394.0,4.0,-233.0
396.0,4.0,-299.0
402.0,4.0,-268.0
404.0,4.0,-236.0
408.0,4.0,-415.0
420.0,4.0,-328.0
434.0,4.0,-340.0
444.0,4.0,-184.0
448.0,4.0,-395.0
452.0,4.0,-335.0
3.0,5.0,-211.0
6.0,5.0,-308.0
7.0,5.0,-350.0
8.0,5.0,-248.0
9.0,5.0,-308.0
15.0,5.0,-341.0
16.0,5.0,-185.0
19.0,5.0,-49.0
21.0,5.0,-188.0
23.0,5.0,-248.0
27.0,5.0,-200.0
32.0,5.0,-184.0
40.0,5.0,-143.0
43.0,5.0,-248.0
45.0,5.0,-536.0
46.0,5.0,-296.0
47.0,5.0,-804.0
52.0,5.0,-234.0
55.0,5.0,-400.0
66.0,5.0,-216.0
67.0,5.0,-190.0
68.0,5.0,-175.0
69.0,5.0,-258.0
71.0,5.0,-170.0
74.0,5.0,-214.0
76.0,5.0,-205.0
78.0,5.0,-200.0
82.0,5.0,-290.0
84.0,5.0,-190.0
86.0,5.0,-231.0
87.0,5.0,-248.0
90.0,5.0,-380.0
94.0,5.0,-221.0
95.0,5.0,-194.0
100.0,5.0,-275.0
101.0,5.0,-243.0
102.0,5.0,-221.0
115.0,5.0,-290.0
123.0,5.0,-192.0
127.0,5.0,-195.0
128.0,5.0,-226.0
129.0,5.0,-217.0
130.0,5.0,-308.0
136.0,5.0,-241.0
143.0,5.0,-248.0
153.0,5.0,-210.0
157.0,5.0,-330.0
158.0,5.0,-276.0
159.0,5.0,-160.0
162.0,5.0,-207.0
163.0,5.0,-165.0
169.0,5.0,-232.0
170.0,5.0,-256.0
176.0,5.0,-663.0
178.0,5.0,-239.0
180.0,5.0,-156.0
184.0,5.0,-218.0
190.0,5.0,-196.0
201.0,5.0,-268.0
204.0,5.0,-247.0
210.0,5.0,-218.0
213.0,5.0,-278.0
217.0,5.0,-188.0
219.0,5.0,-801.0
222.0,5.0,-263.0
227.0,5.0,-273.0
230.0,5.0,-367.0
237.0,5.0,-218.0
241.0,5.0,-178.0
244.0,5.0,-308.0
246.0,5.0,-379.0
247.0,5.0,-200.0
249.0,5.0,-170.0
251.0,5.0,-308.0
252.0,5.0,-323.0
259.0,5.0,-251.0
264.0,5.0,-194.0
265.0,5.0,-248.0
266.0,5.0,-236.0
268.0,5.0,-269.0
269.0,5.0,-249.0
274.0,5.0,-248.0
276.0,5.0,-188.0
286.0,5.0,-201.0
290.0,5.0,-188.0
293.0,5.0,-229.0
294.0,5.0,-236.0
296.0,5.0,-232.0
298.0,5.0,-225.0
302.0,5.0,-481.0
304.0,5.0,-211.0
305.0,5.0,-244.0
306.0,5.0,-491.0
307.0,5.0,-376.0
321.0,5.0,-190.0
323.0,5.0,-230.0
324.0,5.0,-431.0
326.0,5.0,-230.0
330.0,5.0,-298.0
331.0,5.0,-431.0
336.0,5.0,-288.0
342.0,5.0,-190.0
348.0,5.0,-401.0
350.0,5.0,-222.0
352.0,5.0,-181.0
355.0,5.0,-269.0
360.0,5.0,-491.0
364.0,5.0,-361.0
366.0,5.0,-278.0
367.0,5.0,-371.0
368.0,5.0,-401.0
369.0,5.0,-466.0
383.0,5.0,-398.0
388.0,5.0,-226.0
393.0,5.0,-245.0
396.0,5.0,-203.0
402.0,5.0,-188.0
406.0,5.0,-290.0
415.0,5.0,-210.0
418.0,5.0,-175.0
419.0,5.0,-334.0
420.0,5.0,-232.0
421.0,5.0,-218.0
434.0,5.0,-200.0
440.0,5.0,-209.0
441.0,5.0,-248.0
444.0,5.0,-249.0
445.0,5.0,-248.0
449.0,5.0,-191.0
1.0,6.0,-272.0
2.0,6.0,-470.0
3.0,6.0,-181.0
5.0,6.0,-235.0
7.0,6.0,-331.0
8.0,6.0,-299.0
9.0,6.0,-147.0
11.0,6.0,-283.0
12.0,6.0,-192.0
13.0,6.0,-545.0
14.0,6.0,-530.0
15.0,6.0,-207.0
16.0,6.0,-223.0
18.0,6.0,-322.0
19.0,6.0,-140.0
21.0,6.0,-255.0
22.0,6.0,-210.0
23.0,6.0,-310.0
27.0,6.0,-65.0
28.0,6.0,-261.0
29.0,6.0,-220.0
32.0,6.0,-314.0
33.0,6.0,-495.0
34.0,6.0,-418.0
36.0,6.0,-277.0
38.0,6.0,-332.0
40.0,6.0,-232.0
41.0,6.0,-279.0
43.0,6.0,-224.0
44.0,6.0,-437.0
45.0,6.0,-387.0
46.0,6.0,-60.0
47.0,6.0,-367.0
49.0,6.0,-262.0
50.0,6.0,-455.0
51.0,6.0,-258.0
52.0,6.0,-70.0
53.0,6.0,-460.0
60.0,6.0,-332.0
63.0,6.0,-220.0
65.0,6.0,-206.0
66.0,6.0,-206.0
67.0,6.0,-188.0
68.0,6.0,-117.0
69.0,6.0,-186.0
71.0,6.0,-234.0
74.0,6.0,-111.0
76.0,6.0,-106.0
77.0,6.0,-205.0
78.0,6.0,-80.0
81.0,6.0,-455.0
82.0,6.0,-308.0
84.0,6.0,-217.0
85.0,6.0,-232.0
86.0,6.0,-165.0
87.0,6.0,-251.0
90.0,6.0,-404.0
93.0,6.0,-712.0
94.0,6.0,-277.0
95.0,6.0,-183.0
96.0,6.0,-267.0
99.0,6.0,-470.0
100.0,6.0,-289.0
101.0,6.0,-243.0
102.0,6.0,-83.0
103.0,6.0,-572.0
106.0,6.0,-579.0
107.0,6.0,-262.0
108.0,6.0,-215.0
109.0,6.0,-189.0
110.0,6.0,-273.0
112.0,6.0,-412.0
115.0,6.0,-367.0
119.0,6.0,-155.0
122.0,6.0,-667.0
123.0,6.0,-221.0
125.0,6.0,-272.0
127.0,6.0,-254.0
128.0,6.0,-243.0
129.0,6.0,-188.0
130.0,6.0,-233.0
131.0,6.0,-180.0
133.0,6.0,-675.0
134.0,6.0,-400.0
136.0,6.0,-250.0
139.0,6.0,-269.0
140.0,6.0,-494.0
142.0,6.0,-315.0
143.0,6.0,-172.0
144.0,6.0,-257.0
145.0,6.0,-614.0
150.0,6.0,-272.0
153.0,6.0,-172.0
155.0,6.0,-434.0
156.0,6.0,-332.0
157.0,6.0,-217.0
158.0,6.0,-219.0
159.0,6.0,-185.0
160.0,6.0,-613.0
161.0,6.0,-233.0
162.0,6.0,-207.0
163.0,6.0,-260.0
165.0,6.0,-200.0
167.0,6.0,-567.0
168.0,6.0,-525.0
169.0,6.0,-163.0
171.0,6.0,-399.0
172.0,6.0,-372.0
173.0,6.0,-512.0
175.0,6.0,-241.0
176.0,6.0,-688.0
178.0,6.0,-320.0
179.0,6.0,-319.0
180.0,6.0,-223.0
182.0,6.0,-387.0
184.0,6.0,-185.0
185.0,6.0,-272.0
190.0,6.0,-252.0
192.0,6.0,-422.0
193.0,6.0,-228.0
194.0,6.0,-282.0
195.0,6.0,-572.0
197.0,6.0,-264.0
200.0,6.0,-693.0
201.0,6.0,-209.0
202.0,6.0,-402.0
204.0,6.0,-254.0
210.0,6.0,-295.0
211.0,6.0,-440.0
217.0,6.0,-210.0
219.0,6.0,-651.0
221.0,6.0,-238.0
222.0,6.0,-329.0
223.0,6.0,-425.0
227.0,6.0,-203.0
229.0,6.0,-525.0
230.0,6.0,-290.0
232.0,6.0,-504.0
233.0,6.0,-1231.0
237.0,6.0,-188.0
240.0,6.0,-261.0
241.0,6.0,-250.0
245.0,6.0,-1307.0
246.0,6.0,-383.0
247.0,6.0,-198.0
248.0,6.0,-545.0
250.0,6.0,-290.0
251.0,6.0,-206.0
253.0,6.0,-559.0
256.0,6.0,-244.0
257.0,6.0,-355.0
259.0,6.0,-399.0
263.0,6.0,-290.0
264.0,6.0,-264.0
265.0,6.0,-261.0
266.0,6.0,-263.0
267.0,6.0,-505.0
268.0,6.0,-190.0
269.0,6.0,-155.0
270.0,6.0,-400.0
272.0,6.0,-257.0
274.0,6.0,-208.0
276.0,6.0,-340.0
279.0,6.0,-242.0
282.0,6.0,-175.0
284.0,6.0,-464.0
285.0,6.0,-318.0
286.0,6.0,-208.0
288.0,6.0,-169.0
289.0,6.0,-340.0
290.0,6.0,-190.0
291.0,6.0,-239.0
293.0,6.0,-249.0
294.0,6.0,-55.0
296.0,6.0,-215.0
298.0,6.0,-169.0
302.0,6.0,-426.0
304.0,6.0,-283.0
305.0,6.0,-243.0
306.0,6.0,-460.0
307.0,6.0,-416.0
308.0,6.0,-165.0
312.0,6.0,-464.0
313.0,6.0,-397.0
314.0,6.0,-326.0
315.0,6.0,-190.0
317.0,6.0,-252.0
319.0,6.0,-260.0
321.0,6.0,-214.0
323.0,6.0,-64.0
324.0,6.0,-470.0
325.0,6.0,-530.0
326.0,6.0,-74.0
331.0,6.0,-409.0
333.0,6.0,-210.0
342.0,6.0,-159.0
344.0,6.0,-316.0
348.0,6.0,-411.0
349.0,6.0,-298.0
350.0,6.0,-171.0
352.0,6.0,-194.0
354.0,6.0,-215.0
357.0,6.0,-185.0
360.0,6.0,-380.0
361.0,6.0,-199.0
362.0,6.0,-594.0
363.0,6.0,-171.0
364.0,6.0,-348.0
365.0,6.0,-467.0
366.0,6.0,-295.0
367.0,6.0,-405.0
368.0,6.0,-413.0
369.0,6.0,-410.0
372.0,6.0,-1664.0
376.0,6.0,-348.0
379.0,6.0,-324.0
381.0,6.0,-230.0
383.0,6.0,-387.0
385.0,6.0,-195.0
388.0,6.0,-286.0
389.0,6.0,-295.0
390.0,6.0,-240.0
393.0,6.0,-193.0
394.0,6.0,-405.0
395.0,6.0,-210.0
396.0,6.0,-243.0
398.0,6.0,-235.0
402.0,6.0,-265.0
403.0,6.0,-191.0
407.0,6.0,-255.0
408.0,6.0,-225.0
411.0,6.0,-577.0
412.0,6.0,-595.0
415.0,6.0,-160.0
417.0,6.0,-210.0
418.0,6.0,-224.0
419.0,6.0,-394.0
420.0,6.0,-284.0
421.0,6.0,-285.0
423.0,6.0,-488.0
427.0,6.0,-271.0
432.0,6.0,-429.0
434.0,6.0,-65.0
435.0,6.0,-290.0
437.0,6.0,-455.0
438.0,6.0,-227.0
440.0,6.0,-255.0
443.0,6.0,-434.0
444.0,6.0,-266.0
449.0,6.0,-219.0
450.0,6.0,-277.0
1.0,7.0,-317.0
3.0,7.0,-295.0
5.0,7.0,-322.0
6.0,7.0,-410.0
8.0,7.0,-236.0
9.0,7.0,-384.0
10.0,7.0,-191.0
12.0,7.0,-508.0
13.0,7.0,-60.0
14.0,7.0,-428.0
15.0,7.0,-279.0
16.0,7.0,-370.0
17.0,7.0,-172.0
18.0,7.0,-871.0
19.0,7.0,-198.0
20.0,7.0,-488.0
21.0,7.0,-346.0
23.0,7.0,-150.0
26.0,7.0,-215.0
27.0,7.0,-255.0
28.0,7.0,-434.0
32.0,7.0,-229.0
33.0,7.0,-223.0
34.0,7.0,-553.0
36.0,7.0,-433.0
38.0,7.0,-206.0
39.0,7.0,-469.0
40.0,7.0,-263.0
41.0,7.0,-218.0
43.0,7.0,-335.0
44.0,7.0,-518.0
45.0,7.0,-178.0
46.0,7.0,-409.0
47.0,7.0,-205.0
49.0,7.0,-393.0
50.0,7.0,-260.0
51.0,7.0,-322.0
52.0,7.0,-295.0
53.0,7.0,-180.0
55.0,7.0,-378.0
56.0,7.0,-238.0
60.0,7.0,-190.0
63.0,7.0,-260.0
64.0,7.0,-226.0
65.0,7.0,-286.0
66.0,7.0,-360.0
67.0,7.0,-342.0
68.0,7.0,-317.0
69.0,7.0,-355.0
71.0,7.0,-312.0
72.0,7.0,-140.0
74.0,7.0,-174.0
75.0,7.0,-390.0
76.0,7.0,-198.0
78.0,7.0,-330.0
79.0,7.0,-60.0
80.0,7.0,-238.0
81.0,7.0,-201.0
82.0,7.0,-83.0
84.0,7.0,-340.0
85.0,7.0,-328.0
86.0,7.0,-298.0
87.0,7.0,-315.0
90.0,7.0,-237.0
93.0,7.0,-614.0
94.0,7.0,-103.0
95.0,7.0,-279.0
96.0,7.0,-331.0
100.0,7.0,-69.0
101.0,7.0,-225.0
102.0,7.0,-294.0
103.0,7.0,-493.0
104.0,7.0,-243.0
106.0,7.0,-200.0
107.0,7.0,-326.0
109.0,7.0,-379.0
110.0,7.0,-343.0
112.0,7.0,-333.0
114.0,7.0,-233.0
115.0,7.0,-50.0
116.0,7.0,-208.0
118.0,7.0,-260.0
119.0,7.0,-469.0
121.0,7.0,-236.0
122.0,7.0,-259.0
123.0,7.0,-301.0
125.0,7.0,-243.0
126.0,7.0,-45.0
127.0,7.0,-219.0
128.0,7.0,-337.0
129.0,7.0,-330.0
130.0,7.0,-415.0
133.0,7.0,-210.0
134.0,7.0,-460.0
136.0,7.0,-341.0
139.0,7.0,-345.0
140.0,7.0,-203.0
142.0,7.0,-269.0
143.0,7.0,-301.0
144.0,7.0,-365.0
145.0,7.0,-175.0
147.0,7.0,-190.0
149.0,7.0,-165.0
150.0,7.0,-366.0
151.0,7.0,-200.0
153.0,7.0,-303.0
156.0,7.0,-211.0
157.0,7.0,-299.0
158.0,7.0,-583.0
159.0,7.0,-319.0
161.0,7.0,-561.0
162.0,7.0,-313.0
163.0,7.0,-260.0
167.0,7.0,-431.0
168.0,7.0,-236.0
169.0,7.0,-342.0
170.0,7.0,-370.0
171.0,7.0,-195.0
172.0,7.0,-201.0
173.0,7.0,-433.0
174.0,7.0,-635.0
175.0,7.0,-479.0
176.0,7.0,-480.0
178.0,7.0,-126.0
179.0,7.0,-467.0
180.0,7.0,-267.0
181.0,7.0,-960.0
182.0,7.0,-171.0
184.0,7.0,-279.0
185.0,7.0,-488.0
186.0,7.0,-282.0
189.0,7.0,-735.0
190.0,7.0,-260.0
192.0,7.0,-174.0
193.0,7.0,-322.0
194.0,7.0,-479.0
195.0,7.0,-493.0
200.0,7.0,-465.0
201.0,7.0,-293.0
202.0,7.0,-240.0
204.0,7.0,-125.0
