node_id,Average_Neighbor_Degree
238.0,244.78571428571428
240.0,222.07065217391303
244.0,235.84868421052633
250.0,255.24113475177305
260.0,251.9
263.0,248.35915492957747
265.0,255.25833333333333
270.0,244.84057971014494
284.0,273.73972602739724
285.0,256.35185185185185
286.0,223.03191489361703
289.0,254.3846153846154
291.0,273.5394736842105
292.0,280.05405405405406
295.0,255.06569343065692
296.0,242.1793103448276
301.0,252.78125
312.0,253.15533980582524
314.0,255.17164179104478
317.0,264.32307692307694
325.0,237.9795918367347
330.0,212.71634615384616
337.0,247.0086956521739
344.0,226.46703296703296
351.0,252.54545454545453
356.0,252.49
363.0,254.75728155339806
373.0,244.06603773584905
379.0,263.58715596330273
382.0,254.46363636363637
395.0,257.5153846153846
409.0,243.25806451612902
415.0,233.8111111111111
418.0,228.25842696629215
421.0,248.1208053691275
427.0,259.58870967741933
445.0,213.71065989847716
448.0,244.02020202020202
452.0,251.9108910891089
60.0,230.26543209876544
80.0,247.14406779661016
118.0,223.0897435897436
121.0,211.98214285714286
151.0,243.08641975308643
156.0,216.43956043956044
261.0,210.4472049689441
278.0,218.94193548387096
316.0,224.5211267605634
329.0,213.64864864864865
404.0,251.93859649122808
69.0,227.60893854748602
158.0,229.18
169.0,212.97596153846155
213.0,255.56435643564356
249.0,251.01754385964912
352.0,225.95135135135135
12.0,261.95604395604397
22.0,298.54545454545456
29.0,284.2881355932203
34.0,284.7843137254902
36.0,268.504347826087
44.0,287.62
77.0,262.1363636363636
93.0,295.94642857142856
99.0,276.26732673267327
103.0,274.27358490566036
108.0,283.4561403508772
119.0,238.2608695652174
122.0,240.8019801980198
131.0,267.06451612903226
155.0,311.05128205128204
165.0,266.56363636363636
172.0,231.359756097561
182.0,248.23021582733813
197.0,269.890625
211.0,258.23703703703706
233.0,271.5175438596491
248.0,255.24242424242425
253.0,306.30232558139534
267.0,259.85496183206106
282.0,265.33846153846156
288.0,289.95652173913044
315.0,261.3492063492063
333.0,299.9074074074074
357.0,285.32758620689657
362.0,300.2093023255814
365.0,260.4761904761905
385.0,289.7878787878788
389.0,260.75471698113205
403.0,247.4892086330935
412.0,267.140350877193
443.0,272.60176991150445
450.0,305.20512820512823
17.0,244.5327868852459
20.0,280.6933333333333
56.0,265.9655172413793
75.0,304.1458333333333
79.0,132.61904761904762
114.0,277.5806451612903
116.0,275.93333333333334
149.0,296.1267605633803
174.0,292.962962962963
181.0,290.6373626373626
186.0,287.98333333333335
224.0,297.58730158730157
234.0,294.2093023255814
236.0,264.2087912087912
239.0,249.93684210526317
243.0,243.12745098039215
273.0,290.09615384615387
311.0,289.14516129032256
328.0,280.9390243902439
345.0,240.42105263157896
346.0,254.77227722772278
370.0,264.5851063829787
374.0,289.5892857142857
422.0,296.51428571428573
424.0,250.3448275862069
455.0,271.06024096385545
196.0,278.2542372881356
327.0,286.46
359.0,276.34090909090907
111.0,242.10743801652893
164.0,252.90178571428572
281.0,249.24324324324326
117.0,245.19402985074626
258.0,267.3333333333333
303.0,264.24074074074076
436.0,266.20754716981133
30.0,241.56666666666666
35.0,255.48648648648648
37.0,248.93103448275863
62.0,270.4657534246575
89.0,232.9746835443038
105.0,248.89655172413794
124.0,233.56470588235294
199.0,233.56470588235294
208.0,175.5
209.0,231.55421686746988
216.0,294.41379310344826
218.0,234.70967741935485
220.0,241.56666666666666
283.0,265.0
297.0,252.10344827586206
300.0,300.05263157894734
318.0,289.0
322.0,232.86075949367088
338.0,275.43859649122805
386.0,288.8974358974359
391.0,232.86075949367088
399.0,257.53333333333336
426.0,180.14285714285714
433.0,266.76190476190476
439.0,266.33846153846156
453.0,267.6190476190476
54.0,288.0
59.0,285.546875
83.0,291.8524590163934
97.0,280.1587301587302
137.0,284.30645161290323
198.0,277.10714285714283
214.0,290.93333333333334
255.0,284.0151515151515
341.0,290.1515151515151
48.0,292.90384615384613
120.0,318.2
135.0,317.89473684210526
187.0,320.7647058823529
188.0,311.1714285714286
226.0,287.0444444444444
254.0,317.6470588235294
332.0,318.35
387.0,318.35
447.0,282.2191780821918
375.0,283.06976744186045
191.0,287.80357142857144
310.0,280.4655172413793
177.0,315.5
205.0,314.04347826086956
225.0,315.5
